city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Acteopan,18.7639,-98.7137,Mexico,MX,Puebla,minor,,
Jantetelco,18.7083,-98.7700,Mexico,MX,Morelos,minor,,
China,25.7033,-99.2365,Mexico,MX,Nuevo León,minor,,
Mexticacán,21.2659,-102.7783,Mexico,MX,Jalisco,minor,,
Abasolo,25.9460,-100.3958,Mexico,MX,Nuevo León,minor,,
San Salvador el Verde,19.2667,-98.5167,Mexico,MX,Puebla,minor,,
Tlanepantla,18.8631,-97.8870,Mexico,MX,Puebla,minor,,
Tancanhuitz,21.5979,-98.9677,Mexico,MX,San Luis Potosí,minor,,
Chiquihuitlán de Benito Juárez,17.9944,-96.7444,Mexico,MX,Oaxaca,minor,,
Progreso de Zaragoza,20.2749,-97.7116,Mexico,MX,Veracruz,minor,,
Cuetzala del Progreso,18.2833,-99.8333,Mexico,MX,Guerrero,minor,,
Vanegas,24.0234,-100.9547,Mexico,MX,San Luis Potosí,minor,,
Cuautepec,16.7000,-99.0000,Mexico,MX,Guerrero,minor,,
Contepec,19.9543,-100.1638,Mexico,MX,México,minor,,
Acapetlahuaya,18.4167,-100.0667,Mexico,MX,Guerrero,minor,,
Osumacinta,16.9361,-93.0903,Mexico,MX,Chiapas,minor,,
San Jerónimo Zacualpan,19.2333,-98.2667,Mexico,MX,Tlaxcala,minor,,
Villa Hidalgo,22.4500,-100.7000,Mexico,MX,San Luis Potosí,minor,,
Larráinzar,16.8839,-92.7133,Mexico,MX,Chiapas,minor,,
Azoyú,16.7167,-98.7333,Mexico,MX,Guerrero,minor,,
Aquismón,21.6249,-99.0197,Mexico,MX,San Luis Potosí,minor,,
Quiriego,27.5167,-109.2667,Mexico,MX,Sonora,minor,,
San Lorenzo Chiautzingo,19.2043,-98.4675,Mexico,MX,Puebla,minor,,
La Chinantla,17.2770,-94.4510,Mexico,MX,Veracruz,minor,,
Ayahualulco,19.3511,-97.1487,Mexico,MX,Veracruz,minor,,
Cochoapa el Grande,17.2000,-98.4500,Mexico,MX,Guerrero,minor,,
Coxcatlán,18.2671,-97.1508,Mexico,MX,Puebla,minor,,
Yecuatla,19.8667,-96.7500,Mexico,MX,Veracruz,minor,,
Calcahualco,19.1234,-97.0845,Mexico,MX,Veracruz,minor,,
Ocuituco,18.8667,-98.7667,Mexico,MX,Morelos,minor,,
San José Chiapa,19.2396,-97.7682,Mexico,MX,Puebla,minor,,
Huehuetlan el Chico,18.3747,-98.6875,Mexico,MX,Puebla,minor,,
Santiago Matatlán,16.8661,-96.3834,Mexico,MX,Oaxaca,minor,,
San Martín Chalchicuautla,21.3833,-98.6500,Mexico,MX,San Luis Potosí,minor,,
Malinaltepec,17.2450,-98.6709,Mexico,MX,Guerrero,minor,,
Coyuca de Catalán,18.3256,-100.6992,Mexico,MX,Guerrero,minor,,
Santa Catarina de Tepehuanes,25.3396,-105.7245,Mexico,MX,Durango,minor,,
Yécora,28.3727,-108.9259,Mexico,MX,Sonora,minor,,
Cumpas,29.9959,-109.7809,Mexico,MX,Sonora,minor,,
Soltepec,19.1218,-97.7091,Mexico,MX,Puebla,minor,,
San Bartolomé Quialana,16.9019,-96.5012,Mexico,MX,Oaxaca,minor,,
Miahuatlán,19.7079,-96.8708,Mexico,MX,Veracruz,minor,,
Quimixtlán,19.2534,-97.1360,Mexico,MX,Puebla,minor,,
Huixtán,16.7667,-92.4500,Mexico,MX,Chiapas,minor,,
Otzoloapan,19.1173,-100.2968,Mexico,MX,México,minor,,
Metapa,14.8361,-92.1911,Mexico,MX,Chiapas,minor,,
Santa Clara,24.4753,-103.3572,Mexico,MX,Durango,minor,,
San Pedro Quiatoni,16.7830,-96.0309,Mexico,MX,Oaxaca,minor,,
Cutzamala de Pinzón,18.4678,-100.5809,Mexico,MX,Guerrero,minor,,
Texcatitlán,17.7126,-97.0662,Mexico,MX,Oaxaca,minor,,
Pantepec,17.1884,-93.0500,Mexico,MX,Chiapas,minor,,
Ahualulco del Sonido Trece,22.4002,-101.1661,Mexico,MX,San Luis Potosí,minor,,
Emiliano Zapata,19.5585,-97.9179,Mexico,MX,Tlaxcala,minor,,
Yaxkukul,21.0624,-89.4191,Mexico,MX,Yucatán,minor,,
Petlalcingo,18.0831,-97.9189,Mexico,MX,Puebla,minor,,
Sergio Butrón Casas,18.5139,-88.5688,Mexico,MX,Quintana Roo,minor,,
Zirándaro de los Chávez,18.4762,-100.9791,Mexico,MX,Guerrero,minor,,
San Lucas,18.5903,-100.7853,Mexico,MX,Michoacán de Ocampo,minor,,
Atenango del Río,18.0833,-99.1000,Mexico,MX,Guerrero,minor,,
Rosario,27.7833,-109.3667,Mexico,MX,Sonora,minor,,
Mitontic,16.8666,-92.6283,Mexico,MX,Chiapas,minor,,
San Miguel Tilquiapam,16.7822,-96.5817,Mexico,MX,Oaxaca,minor,,
Chanal,16.6575,-92.2575,Mexico,MX,Chiapas,minor,,
Cocula,18.2333,-99.6667,Mexico,MX,Guerrero,minor,,
Dzitás,20.8409,-88.5291,Mexico,MX,Yucatán,minor,,
San Juan Epatlán,18.6428,-98.3706,Mexico,MX,Puebla,minor,,
Nuevo Morelos,22.5360,-99.2193,Mexico,MX,Tamaulipas,minor,,
Metepec,20.2381,-98.3219,Mexico,MX,Hidalgo,minor,,
Marín,25.8833,-100.0333,Mexico,MX,Nuevo León,minor,,
Cuaxomulco,19.3526,-98.0967,Mexico,MX,Tlaxcala,minor,,
Tampacán,21.4020,-98.7282,Mexico,MX,San Luis Potosí,minor,,
Villa de Arriaga,21.9167,-101.3830,Mexico,MX,San Luis Potosí,minor,,
Tampamolón Corona,21.5589,-98.8154,Mexico,MX,San Luis Potosí,minor,,
Santo Domingo Huehuetlán,18.7394,-98.1644,Mexico,MX,Puebla,minor,,
Tlaxco,20.4235,-98.0292,Mexico,MX,Puebla,minor,,
Lagunillas,19.5627,-101.4158,Mexico,MX,Michoacán de Ocampo,minor,,
Tonayán,19.6830,-96.9212,Mexico,MX,Veracruz,minor,,
Hueyotlipan,18.9000,-97.8500,Mexico,MX,Puebla,minor,,
Cohuecán,18.7827,-98.7209,Mexico,MX,Puebla,minor,,
Cualác,17.7667,-98.6167,Mexico,MX,Guerrero,minor,,
La Libertad,17.6833,-91.7167,Mexico,MX,Chiapas,minor,,
San José Teacalco,19.3333,-98.0667,Mexico,MX,Tlaxcala,minor,,
Tenampulco,20.1704,-97.4050,Mexico,MX,Puebla,minor,,
Bácum,27.5333,-110.0833,Mexico,MX,Sonora,minor,,
Candelaria Loxicha,15.9167,-96.4833,Mexico,MX,Oaxaca,minor,,
Santa María Tepantlali,16.9966,-96.0088,Mexico,MX,Oaxaca,minor,,
Trinidad García de la Cadena,21.2103,-103.4653,Mexico,MX,Zacatecas,minor,,
Ahuazotepec,20.0454,-98.1633,Mexico,MX,Hidalgo,minor,,
Ostuacán,17.4072,-93.3356,Mexico,MX,Chiapas,minor,,
San Juan del Rio del Centauro del Norte,24.7764,-104.4597,Mexico,MX,Durango,minor,,
San Dionisio Ocotepec,16.8046,-96.3933,Mexico,MX,Oaxaca,minor,,
Amatitlán,18.4316,-95.7332,Mexico,MX,Veracruz,minor,,
Santa María Temaxcalapa,17.3804,-96.1614,Mexico,MX,Oaxaca,minor,,
Chicomuselo,15.7442,-92.2833,Mexico,MX,Chiapas,minor,,
Natívitas,19.2361,-98.3139,Mexico,MX,Tlaxcala,minor,,
Ixhuacán de los Reyes,19.3553,-97.1175,Mexico,MX,Veracruz,minor,,
San Juan Quiotepec,17.6016,-96.5873,Mexico,MX,Oaxaca,minor,,
Amacuzac,18.6000,-99.3700,Mexico,MX,Morelos,minor,,
Baviácora,29.7000,-110.1500,Mexico,MX,Sonora,minor,,
Totatiche,21.9284,-103.4440,Mexico,MX,Jalisco,minor,,
Villa de Ramos,22.8333,-101.9167,Mexico,MX,San Luis Potosí,minor,,
Atlequizayan,20.0121,-97.6242,Mexico,MX,Puebla,minor,,
Teotlalco,18.4711,-98.7778,Mexico,MX,Puebla,minor,,
Morelos Cañada,18.7389,-97.4217,Mexico,MX,Puebla,minor,,
Ciudad Camargo,26.3144,-98.8338,Mexico,MX,Tamaulipas,minor,,
Villa Unión,28.2167,-100.7167,Mexico,MX,Coahuila de Zaragoza,minor,,
Jiquipilco,19.5564,-99.6083,Mexico,MX,México,minor,,
San Javier,28.6000,-109.7333,Mexico,MX,Sonora,minor,,
Rayón,29.7170,-110.5830,Mexico,MX,Sonora,minor,,
Nácori Chico,29.6833,-108.9667,Mexico,MX,Sonora,minor,,
Nadadores,27.0633,-101.5936,Mexico,MX,Coahuila de Zaragoza,minor,,
Zapotitlán Tablas,17.4367,-98.7756,Mexico,MX,Guerrero,minor,,
Bolaños,21.8318,-103.7807,Mexico,MX,Jalisco,minor,,
Güémez,23.9186,-99.0061,Mexico,MX,Tamaulipas,minor,,
Gómez Farías,22.8869,-99.0258,Mexico,MX,Tamaulipas,minor,,
Villa Hidalgo,30.1618,-109.3215,Mexico,MX,Sonora,minor,,
Zamora Pico de Oro,16.3316,-90.7657,Mexico,MX,Chiapas,minor,,
Santa Cruz Tlaxcala,19.3500,-98.1500,Mexico,MX,Tlaxcala,minor,,
Tilapa,18.5972,-98.5516,Mexico,MX,Puebla,minor,,
Santa María de la Paz,21.5144,-103.3621,Mexico,MX,Zacatecas,minor,,
Tlacoapa,17.2622,-98.7483,Mexico,MX,Guerrero,minor,,
Tetipac,18.6500,-99.6667,Mexico,MX,Guerrero,minor,,
Tochimilco,18.8939,-98.5728,Mexico,MX,Puebla,minor,,
Acuamanala,19.2167,-98.2000,Mexico,MX,Tlaxcala,minor,,
Alpatláhuac,19.1201,-97.0937,Mexico,MX,Veracruz,minor,,
Atzitzintla,18.8991,-97.3244,Mexico,MX,Puebla,minor,,
Santa Cruz Acatepec,18.1637,-96.8750,Mexico,MX,Oaxaca,minor,,
Tanlajás,21.6667,-98.8833,Mexico,MX,San Luis Potosí,minor,,
Atzalan,19.7833,-97.2333,Mexico,MX,Veracruz,minor,,
Marquelia,16.5833,-98.8167,Mexico,MX,Guerrero,minor,,
Atlamajalcingo del Monte,17.3158,-98.6058,Mexico,MX,Guerrero,minor,,
Muñoz,19.4746,-98.2096,Mexico,MX,Tlaxcala,minor,,
Coxcatlán,21.5410,-98.9071,Mexico,MX,San Luis Potosí,minor,,
Amacueca,20.0107,-103.5998,Mexico,MX,Jalisco,minor,,
Tlaquilpa,18.6000,-97.1167,Mexico,MX,Veracruz,minor,,
San Pedro de la Cueva,29.2833,-109.7330,Mexico,MX,Sonora,minor,,
Magdalena,18.7613,-97.0451,Mexico,MX,Veracruz,minor,,
Mazapiltepec,19.1193,-97.7035,Mexico,MX,Puebla,minor,,
Villa Juárez,22.3231,-100.2683,Mexico,MX,San Luis Potosí,minor,,
Sacramento,27.0036,-101.7247,Mexico,MX,Coahuila de Zaragoza,minor,,
San Jerónimo Tlacochahuaya,17.0087,-96.5827,Mexico,MX,Oaxaca,minor,,
Coatlán del Río,18.7440,-99.4350,Mexico,MX,Morelos,minor,,
Ixcamilpa,18.0277,-98.6964,Mexico,MX,Guerrero,minor,,
Chila,17.9696,-97.8607,Mexico,MX,Oaxaca,minor,,
Santiago el Pinar,16.9407,-92.7145,Mexico,MX,Chiapas,minor,,
Sochiapa,19.1929,-96.9399,Mexico,MX,Veracruz,minor,,
Santa Clara Huitziltepec,18.7689,-97.8812,Mexico,MX,Puebla,minor,,
San Pedro Comitancillo,16.4903,-95.1599,Mexico,MX,Oaxaca,minor,,
Tepanco,18.5550,-97.5603,Mexico,MX,Puebla,minor,,
Huanusco,21.7738,-102.9732,Mexico,MX,Zacatecas,minor,,
Tenochtitlán,19.8105,-96.9161,Mexico,MX,Veracruz,minor,,
Quitupan,19.9273,-102.8727,Mexico,MX,Jalisco,minor,,
Chapulco,18.6259,-97.4047,Mexico,MX,Puebla,minor,,
Astacinga,18.5690,-97.1038,Mexico,MX,Veracruz,minor,,
Chalchihuitán,16.9644,-92.6190,Mexico,MX,Chiapas,minor,,
General Zaragoza,23.9725,-99.7708,Mexico,MX,Nuevo León,minor,,
Xochiltepec,18.6509,-98.3445,Mexico,MX,Puebla,minor,,
Atzala,18.5464,-98.5531,Mexico,MX,Puebla,minor,,
Ciudad General Terán,25.2667,-99.6833,Mexico,MX,Nuevo León,minor,,
Tlazala de Fabela,19.5556,-99.4174,Mexico,MX,México,minor,,
Tuzantla,19.2079,-100.5729,Mexico,MX,Michoacán de Ocampo,minor,,
Bella Vista,15.5833,-92.2333,Mexico,MX,Chiapas,minor,,
Jiménez del Teul,23.2500,-103.8000,Mexico,MX,Zacatecas,minor,,
Pánuco,22.9000,-102.5500,Mexico,MX,Zacatecas,minor,,
Suaqui Grande,28.4000,-109.9000,Mexico,MX,Sonora,minor,,
Tepache,29.5167,-109.5167,Mexico,MX,Sonora,minor,,
Acatepec,17.3246,-98.9115,Mexico,MX,Guerrero,minor,,
Bacoachi,30.6333,-109.9670,Mexico,MX,Sonora,minor,,
Tocatlán,19.3886,-98.0274,Mexico,MX,Tlaxcala,minor,,
Divisaderos,29.6000,-109.4667,Mexico,MX,Sonora,minor,,
Apazapan,19.3207,-96.7187,Mexico,MX,Veracruz,minor,,
Santa Isabel Xiloxoxtla,19.2842,-98.3153,Mexico,MX,Tlaxcala,minor,,
Sitalá,17.0251,-92.3077,Mexico,MX,Chiapas,minor,,
Mazapil,24.6387,-101.5545,Mexico,MX,Zacatecas,minor,,
Tlalixtaquilla,17.5167,-98.4667,Mexico,MX,Guerrero,minor,,
Genaro Codina,22.4876,-102.4575,Mexico,MX,Zacatecas,minor,,
Miquihuana,23.5757,-99.7544,Mexico,MX,Tamaulipas,minor,,
Atolinga,21.7375,-103.4750,Mexico,MX,Zacatecas,minor,,
Villagrán,24.4726,-99.4911,Mexico,MX,Tamaulipas,minor,,
Galeana,30.1139,-107.6164,Mexico,MX,Chihuahua,minor,,
Tetela de Ocampo,19.8167,-97.8000,Mexico,MX,Puebla,minor,,
Tlacoatzintepec,17.8600,-96.5900,Mexico,MX,Oaxaca,minor,,
Jesús María,22.2506,-104.5179,Mexico,MX,Nayarit,minor,,
Tolimán,19.6014,-103.9152,Mexico,MX,Jalisco,minor,,
Bacerac,30.3500,-108.9167,Mexico,MX,Sonora,minor,,
La Yesca,21.3167,-104.0000,Mexico,MX,Nayarit,minor,,
Cuautempan,19.9138,-97.7950,Mexico,MX,Puebla,minor,,
San Juan Chilateca,16.8304,-96.6692,Mexico,MX,Oaxaca,minor,,
Trincheras,30.4000,-111.5333,Mexico,MX,Sonora,minor,,
Yauhquemehcan,19.4070,-98.1823,Mexico,MX,Tlaxcala,minor,,
Tzimol,16.1875,-92.1969,Mexico,MX,Chiapas,minor,,
Nuevo Urecho,19.1660,-101.8682,Mexico,MX,Michoacán de Ocampo,minor,,
San Juan Juquila Vijanos,17.3537,-96.3038,Mexico,MX,Oaxaca,minor,,
Aldama,16.9171,-92.6884,Mexico,MX,Chiapas,minor,,
Otaéz,24.7003,-105.9957,Mexico,MX,Durango,minor,,
San Antonio,21.6167,-98.9000,Mexico,MX,San Luis Potosí,minor,,
Medellín de Bravo,19.0587,-96.1578,Mexico,MX,Veracruz,minor,,
Toxpalan,18.1012,-97.0587,Mexico,MX,Oaxaca,minor,,
Ciudad de Villaldama,26.4995,-100.4251,Mexico,MX,Nuevo León,minor,,
Zoquitlán,18.3352,-97.0174,Mexico,MX,Puebla,minor,,
Pahuatlán de Valle,20.2761,-98.1503,Mexico,MX,Puebla,minor,,
Cucurpe,30.3303,-110.7053,Mexico,MX,Sonora,minor,,
San Miguel Aloápam,17.4114,-96.6915,Mexico,MX,Oaxaca,minor,,
San Juan Cancuc,16.9000,-92.3667,Mexico,MX,Chiapas,minor,,
Ixcapuzalco,18.6000,-99.9167,Mexico,MX,Guerrero,minor,,
Españita,19.4629,-98.4243,Mexico,MX,Tlaxcala,minor,,
Acaxtlahuacán de Albino Zertuche,18.0171,-98.5402,Mexico,MX,Puebla,minor,,
Tepatlaxco,19.0693,-96.8448,Mexico,MX,Veracruz,minor,,
Vallecillo,26.6603,-99.9874,Mexico,MX,Nuevo León,minor,,
San Ildefonso Villa Alta,17.3383,-96.1523,Mexico,MX,Oaxaca,minor,,
Mezquital del Oro,21.2155,-103.3621,Mexico,MX,Zacatecas,minor,,
Dos Ríos,19.4817,-96.7977,Mexico,MX,Veracruz,minor,,
Agualeguas,26.3167,-99.5333,Mexico,MX,Nuevo León,minor,,
San Juan de los Cues,18.0500,-97.0500,Mexico,MX,Oaxaca,minor,,
Coatzingo,18.6120,-98.1727,Mexico,MX,Puebla,minor,,
San Juan del Estado,17.2743,-96.7991,Mexico,MX,Oaxaca,minor,,
Guadalcázar,22.6167,-100.4000,Mexico,MX,San Luis Potosí,minor,,
Noria de Ángeles,22.4422,-101.9097,Mexico,MX,Zacatecas,minor,,
Ahuatlán,18.5728,-98.2569,Mexico,MX,Puebla,minor,,
Quintana Roo,20.8686,-88.6314,Mexico,MX,Yucatán,minor,,
San Marcos Arteaga,17.7224,-97.8603,Mexico,MX,Oaxaca,minor,,
Bavispe,30.4800,-108.9405,Mexico,MX,Sonora,minor,,
Mier y Noriega,23.4267,-100.1728,Mexico,MX,Nuevo León,minor,,
San Lucas Tecopilco,19.4667,-98.2500,Mexico,MX,Tlaxcala,minor,,
Huimilpan,20.3667,-100.2833,Mexico,MX,Querétaro,minor,,
Jonotla,20.0303,-97.5753,Mexico,MX,Puebla,minor,,
Xaltocan,19.4170,-98.2000,Mexico,MX,Tlaxcala,minor,,
San Bartolo,19.7870,-99.6678,Mexico,MX,México,minor,,
Los Ramones,25.7000,-99.6167,Mexico,MX,Nuevo León,minor,,
Moctezuma,22.7479,-101.0822,Mexico,MX,San Luis Potosí,minor,,
Moyahua de Estrada,21.2666,-103.1661,Mexico,MX,Zacatecas,minor,,
Lamadrid,27.0497,-101.7947,Mexico,MX,Coahuila de Zaragoza,minor,,
General Treviño,26.2167,-99.4833,Mexico,MX,Nuevo León,minor,,
Tamarindo,18.8004,-96.5726,Mexico,MX,Veracruz,minor,,
Aquixtla,19.7958,-97.9355,Mexico,MX,Puebla,minor,,
Ayutla,17.0276,-96.0763,Mexico,MX,Oaxaca,minor,,
Casas,23.7269,-98.7366,Mexico,MX,Tamaulipas,minor,,
Santiago Laxopa,17.2184,-96.3110,Mexico,MX,Oaxaca,minor,,
Burgos,24.9472,-98.7992,Mexico,MX,Tamaulipas,minor,,
Cuautla,20.2018,-104.4061,Mexico,MX,Jalisco,minor,,
Banámichi,30.0167,-110.2167,Mexico,MX,Sonora,minor,,
Mexquitic de Carmona,22.2667,-101.1167,Mexico,MX,San Luis Potosí,minor,,
Tepemaxalco,18.7340,-98.6292,Mexico,MX,Puebla,minor,,
Huehuetlán,21.5500,-98.9667,Mexico,MX,San Luis Potosí,minor,,
San José del Rincón Centro,19.6622,-100.1531,Mexico,MX,México,minor,,
Méndez,25.1182,-98.5867,Mexico,MX,Tamaulipas,minor,,
Zautla,19.7148,-97.6715,Mexico,MX,Puebla,minor,,
Cruillas,24.7566,-98.5374,Mexico,MX,Tamaulipas,minor,,
San Bartolo Yautepec,16.4293,-95.9744,Mexico,MX,Oaxaca,minor,,
San Felipe de Jesús,29.8597,-110.2397,Mexico,MX,Sonora,minor,,
Los Herreras,25.9050,-99.4025,Mexico,MX,Nuevo León,minor,,
Vetagrande,22.8328,-102.5556,Mexico,MX,Zacatecas,minor,,
Chigmecatitlán,18.6463,-98.0720,Mexico,MX,Puebla,minor,,
Santa Catarina Minas,16.7792,-96.6155,Mexico,MX,Oaxaca,minor,,
Mixtla,18.9050,-97.8955,Mexico,MX,Puebla,minor,,
Atlahuilco,18.6972,-97.0916,Mexico,MX,Veracruz,minor,,
Onavas,28.4500,-109.5167,Mexico,MX,Sonora,minor,,
Santa María la Asunción,18.1077,-96.8138,Mexico,MX,Oaxaca,minor,,
San Miguel de Horcasitas,29.4833,-110.7500,Mexico,MX,Sonora,minor,,
Progreso,27.4167,-100.9833,Mexico,MX,Coahuila de Zaragoza,minor,,
Alaquines,22.1333,-99.6000,Mexico,MX,San Luis Potosí,minor,,
Tepetongo,22.4581,-103.1514,Mexico,MX,Zacatecas,minor,,
Tzompantepec,19.3761,-98.0901,Mexico,MX,Tlaxcala,minor,,
Santo Domingo Tonalá,17.6735,-97.9656,Mexico,MX,Oaxaca,minor,,
El Salvador,24.5209,-100.8663,Mexico,MX,Zacatecas,minor,,
Zacapala,18.5942,-98.0658,Mexico,MX,Puebla,minor,,
Santo Domingo,23.3247,-101.7364,Mexico,MX,San Luis Potosí,minor,,
Bacadéhuachi,29.8000,-109.1333,Mexico,MX,Sonora,minor,,
Huatlatlauca,18.6815,-98.0504,Mexico,MX,Puebla,minor,,
Melchor Ocampo,24.8314,-101.6422,Mexico,MX,Zacatecas,minor,,
Tlachichilco,17.6222,-98.3431,Mexico,MX,Oaxaca,minor,,
Axutla,18.1894,-98.3893,Mexico,MX,Puebla,minor,,
San Lucas Zoquiápam,18.1367,-96.9055,Mexico,MX,Oaxaca,minor,,
Santa María de los Ángeles,22.1736,-103.2246,Mexico,MX,Jalisco,minor,,
Santo Domingo Roayaga,17.3378,-96.1151,Mexico,MX,Oaxaca,minor,,
Santa María Jacatepec,17.8601,-96.2113,Mexico,MX,Oaxaca,minor,,
Bejucal de Ocampo,15.4500,-92.1500,Mexico,MX,Chiapas,minor,,
Hueycantenango,17.4833,-99.1000,Mexico,MX,Guerrero,minor,,
Zoquiopan,20.0090,-97.5961,Mexico,MX,Puebla,minor,,
Sierra Mojada,27.3000,-103.6833,Mexico,MX,Coahuila de Zaragoza,minor,,
Aquila,18.7956,-97.3084,Mexico,MX,Veracruz,minor,,
Tantima,21.3323,-97.8333,Mexico,MX,Veracruz,minor,,
Doctor González,25.8500,-99.9333,Mexico,MX,Nuevo León,minor,,
San Carlos,24.5822,-98.9421,Mexico,MX,Tamaulipas,minor,,
Higueras,25.9601,-100.0152,Mexico,MX,Nuevo León,minor,,
Xicotlán,18.0592,-98.5246,Mexico,MX,Puebla,minor,,
Escobedo,27.2350,-101.4122,Mexico,MX,Coahuila de Zaragoza,minor,,
El Plateado de Joaquín Amaro,21.9333,-103.1000,Mexico,MX,Zacatecas,minor,,
San Bernardo Mixtepec,16.8258,-96.8991,Mexico,MX,Oaxaca,minor,,
Juárez,27.6075,-100.7266,Mexico,MX,Coahuila de Zaragoza,minor,,
Susupuato de Guerrero,19.2151,-100.4080,Mexico,MX,Michoacán de Ocampo,minor,,
Santiago Comaltepec,17.5655,-96.5487,Mexico,MX,Oaxaca,minor,,
Santa María Teopoxco,18.1666,-96.9549,Mexico,MX,Oaxaca,minor,,
La Colorada,28.8000,-110.5667,Mexico,MX,Sonora,minor,,
Susticacán,22.6094,-103.0967,Mexico,MX,Zacatecas,minor,,
Tlatlaya,18.6169,-100.2081,Mexico,MX,México,minor,,
Santiago Miltepec,17.9846,-97.6901,Mexico,MX,Oaxaca,minor,,
Taniche,16.5686,-96.7551,Mexico,MX,Oaxaca,minor,,
Ixtacamaxtitlán,19.6235,-97.8154,Mexico,MX,Puebla,minor,,
Oquitoa,30.7333,-111.7333,Mexico,MX,Sonora,minor,,
Villa Pesqueira,29.1181,-109.9675,Mexico,MX,Sonora,minor,,
Bacanora,28.9833,-109.4000,Mexico,MX,Sonora,minor,,
Santa María del Oro,19.5868,-102.9095,Mexico,MX,Jalisco,minor,,
Santiago Atzitzihuacán,18.8233,-98.5838,Mexico,MX,Puebla,minor,,
San Juan Ozolotepec,16.1330,-96.2593,Mexico,MX,Oaxaca,minor,,
Santa Cruz Nundaco,17.1711,-97.7238,Mexico,MX,Oaxaca,minor,,
Parás,26.5001,-99.5216,Mexico,MX,Nuevo León,minor,,
San Pedro y San Pablo Tequistepec,18.0611,-97.7182,Mexico,MX,Puebla,minor,,
Chila de la Sal,18.1097,-98.4857,Mexico,MX,Puebla,minor,,
Aramberri,24.1006,-99.8181,Mexico,MX,Nuevo León,minor,,
Armadillo de los Infante,22.2500,-100.6500,Mexico,MX,San Luis Potosí,minor,,
Villa de Guadalupe,23.3667,-100.7500,Mexico,MX,San Luis Potosí,minor,,
Melchor Ocampo,26.0550,-99.5438,Mexico,MX,Nuevo León,minor,,
Tubutama,30.8847,-111.4639,Mexico,MX,Sonora,minor,,
Los Aldamas,26.0500,-99.1833,Mexico,MX,Nuevo León,minor,,
Atlangatepec,19.5322,-98.2089,Mexico,MX,Tlaxcala,minor,,
Santa Ana,16.3414,-96.7170,Mexico,MX,Oaxaca,minor,,
Lagunillas,21.5901,-99.5660,Mexico,MX,San Luis Potosí,minor,,
San Pablo Macuiltianguis,17.5335,-96.5521,Mexico,MX,Oaxaca,minor,,
Rayones,25.0181,-100.0732,Mexico,MX,Nuevo León,minor,,
Villa Mainero,24.5601,-99.6156,Mexico,MX,Tamaulipas,minor,,
Doctor Coss,25.9333,-99.1667,Mexico,MX,Nuevo León,minor,,
El Guayabito,19.9496,-102.4441,Mexico,MX,México,minor,,
Santa Catarina,21.6572,-99.4958,Mexico,MX,San Luis Potosí,minor,,
Soyopa,28.7667,-109.6330,Mexico,MX,Sonora,minor,,
San Pedro Topiltepec,17.4363,-97.3440,Mexico,MX,Oaxaca,minor,,
San Lorenzo,28.1535,-106.4770,Mexico,MX,Chihuahua,minor,,
Ixpantepec Nieves,17.5069,-98.0426,Mexico,MX,Oaxaca,minor,,
San Pedro Coxcaltepec,17.5000,-97.1333,Mexico,MX,Oaxaca,minor,,
Naupan,20.2263,-98.1205,Mexico,MX,Hidalgo,minor,,
Yagul,16.9641,-96.4534,Mexico,MX,Oaxaca,minor,,
Cerro de San Pedro,22.2173,-100.8001,Mexico,MX,San Luis Potosí,minor,,
Espinal,20.2432,-97.4072,Mexico,MX,Veracruz,minor,,
Ixtacatepec,21.2060,-97.9877,Mexico,MX,Veracruz,minor,,
Soyaltepec,17.5917,-97.3082,Mexico,MX,Oaxaca,minor,,
Morelos,28.4075,-100.8856,Mexico,MX,Coahuila de Zaragoza,minor,,
